KARTE_QUAD,KARTE,QUADRANT,XLU,YLU,XRU,YRU,XRO,YRO,XLO,YLO,XQMITTE,YQMITTE,FLAECHE,FLAECHE_BY,PROZENT
72282,7228,2,4383583,5402487,4389709,5402360,4389818,5407918,4383698,5408047,4386699,5405202,34059902.183,30536662.0097,89.6539
72283,7228,3,4377333,5397054,4383467,5396928,4383583,5402487,4377455,5402615,4380457,5399770,34094311.008,393.0011,0.0012
72284,7228,4,4383467,5396928,4389599,5396800,4389709,5402360,4383583,5402487,4386590,5399643,34093720.335,16828232.2252,49.3583
72291,7229,1,4389709,5402360,4395837,5402246,4395940,5407805,4389818,5407918,4392826,5405081,34058203.62,34058203.6197,100
72292,7229,2,4395837,5402246,4401964,5402133,4402060,5407691,4395940,5407805,4398947,5404968,34057663.849,34057663.8488,100
72293,7229,3,4389599,5396800,4395733,5396687,4395837,5402246,4389709,5402360,4392717,5399522,34092021.224,34092021.2239,100
72294,7229,4,4395733,5396687,4401866,5396572,4401964,5402133,4395837,5402246,4398850,5399408,34091481.453,34091481.4531,100
72301,7230,1,4401964,5402133,4408091,5402032,4408182,5407591,4402060,5407691,4405075,5404861,34056158.736,34056158.7362,100
72302,7230,2,4408091,5402032,4414218,5401931,4414302,5407490,4408182,5407591,4411196,5404760,34055685.2,34055685.1999,100
72303,7230,3,4401866,5396572,4408000,5396473,4408091,5402032,4401964,5402133,4404978,5399301,34089976.097,34089976.0973,100
72304,7230,4,4408000,5396473,4414132,5396371,4414218,5401931,4408091,5402032,4411111,5399201,34089502.561,34089502.561,100
72311,7231,1,4414218,5401931,4420345,5401845,4420425,5407404,4414302,5407490,4417323,5404666,34054382.531,34054382.5313,100
72312,7231,2,4420345,5401845,4426473,5401757,4426545,5407316,4420425,5407404,4423444,5404579,34053990.75,34053990.7498,100
72313,7231,3,4414132,5396371,4420267,5396285,4420345,5401845,4414218,5401931,4417238,5399107,34088185.994,34088185.9937,100
72314,7231,4,4420267,5396285,4426399,5396197,4426473,5401757,4420345,5401845,4423371,5399019,34087794.212,34087794.2122,100
72321,7232,1,4426473,5401757,4432600,5401683,4432667,5407243,4426545,5407316,4429572,5404498,34052861.543,34052861.5426,100
72322,7232,2,4432600,5401683,4438727,5401609,4438787,5407168,4432667,5407243,4435693,5404425,34052505.295,34052505.2947,100
72323,7232,3,4426399,5396197,4432533,5396124,4432600,5401683,4426473,5401757,4429499,5398939,34086664.458,34086664.4578,100
72324,7232,4,4432533,5396124,4438665,5396049,4438727,5401609,4432600,5401683,4435632,5398865,34086308.21,34086308.21,100
72331,7233,1,4438727,5401609,4444854,5401549,4444909,5407109,4438787,5407168,4441820,5404358,34051548.435,34051548.4345,100
72332,7233,2,4444854,5401549,4450981,5401489,4451029,5407048,4444909,5407109,4447941,5404297,34051273.539,34051273.5388,100
72333,7233,3,4438665,5396049,4444799,5395989,4444854,5401549,4438727,5401609,4441759,5398798,34085365.249,34085365.2486,100
72334,7233,4,4444799,5395989,4450932,5395928,4450981,5401489,4444854,5401549,4447892,5398738,34085090.353,34085090.3528,100
72341,7234,1,4450981,5401489,4457109,5401442,4457151,5407002,4451029,5407048,4454068,5404244,34050532.387,34050532.3865,100
72342,7234,2,4457109,5401442,4463237,5401395,4463272,5406954,4457151,5407002,4460190,5404197,34050308.477,34050308.4773,100
72343,7234,3,4450932,5395928,4457067,5395883,4457109,5401442,4450981,5401489,4454020,5398684,34084335.058,34084335.0584,100
72344,7234,4,4457067,5395883,4463199,5395835,4463237,5401395,4457109,5401442,4460153,5398638,34084111.149,34084111.1493,100
72351,7235,1,4463237,5401395,4469364,5401362,4469394,5406921,4463272,5406954,4466317,5404157,34049740.034,34049740.0338,100
72352,7235,2,4469364,5401362,4475491,5401329,4475514,5406887,4469394,5406921,4472438,5404123,34049582.294,34049582.2937,100
72353,7235,3,4463199,5395835,4469333,5395803,4469364,5401362,4463237,5401395,4466280,5398597,34083542.615,34083542.6146,100
72354,7235,4,4469333,5395803,4475466,5395768,4475491,5401329,4469364,5401362,4472414,5398563,34083384.874,34083384.8744,100
72361,7236,1,4475491,5401329,4481619,5401308,4481637,5406868,4475514,5406887,4478565,5404097,34049208.256,34049208.2563,100
72362,7236,2,4481619,5401308,4487746,5401288,4487757,5406847,4481637,5406868,4484687,5404077,34049116.735,34049116.7353,100
72363,7236,3,4475466,5395768,4481601,5395749,4481619,5401308,4475491,5401329,4478541,5398537,34082996.877,34082996.8773,100
72364,7236,4,4481601,5395749,4487733,5395727,4487746,5401288,4481619,5401308,4484675,5398517,34082905.356,34082905.3563,100
72371,7237,1,4487746,5401288,4493873,5401281,4493879,5406841,4487757,5406847,4490814,5404063,34048922.441,34048922.4408,100
72372,7237,2,4493873,5401281,4500001,5401275,4500000,5406833,4493879,5406841,4496936,5404056,34048881.705,34048881.7048,100
72373,7237,3,4487733,5395727,4493867,5395721,4493873,5401281,4487746,5401288,4490802,5398503,34082724.9,34082724.9,100
72374,7237,4,4493867,5395721,4500000,5395714,4500001,5401275,4493873,5401281,4496936,5398497,34082684.164,34082684.164,100
72381,7238,1,4500001,5401275,4506128,5401281,4506122,5406841,4500000,5406833,4503063,5404056,34048881.705,34048881.7048,100
72382,7238,2,4506128,5401281,4512255,5401288,4512242,5406847,4506122,5406841,4509184,5404063,34048922.441,34048922.4408,100
72383,7238,3,4500000,5395714,4506134,5395721,4506128,5401281,4500001,5401275,4503063,5398497,34082684.164,34082684.164,100
72384,7238,4,4506134,5395721,4512266,5395727,4512255,5401288,4506128,5401281,4509196,5398503,34082724.9,34082724.9,100
72391,7239,1,4512255,5401288,4518383,5401308,4518365,5406868,4512242,5406847,4515311,5404077,34049116.735,34049116.7353,100
72392,7239,2,4518383,5401308,4524510,5401329,4524485,5406887,4518365,5406868,4521433,5404097,34049208.256,34049208.2563,100
72393,7239,3,4512266,5395727,4518401,5395749,4518383,5401308,4512255,5401288,4515323,5398517,34082905.356,34082905.3563,100
72394,7239,4,4518401,5395749,4524533,5395768,4524510,5401329,4518383,5401308,4521457,5398537,34082996.877,34082996.8773,100
72401,7240,1,4524510,5401329,4530637,5401362,4530607,5406921,4524485,5406887,4527560,5404123,34049582.294,34049582.2937,100
72402,7240,2,4530637,5401362,4536765,5401395,4536727,5406954,4530607,5406921,4533681,5404157,34049740.034,34049740.0338,100
72403,7240,3,4524533,5395768,4530667,5395803,4530637,5401362,4524510,5401329,4527584,5398563,34083384.874,34083384.8744,100
72404,7240,4,4530667,5395803,4536800,5395835,4536765,5401395,4530637,5401362,4533718,5398597,34083542.615,34083542.6146,100
72411,7241,1,4536765,5401395,4542892,5401442,4542849,5407002,4536727,5406954,4539809,5404197,34050308.477,34050308.4773,100
72412,7241,2,4542892,5401442,4549019,5401489,4548970,5407048,4542849,5407002,4545930,5404244,34050532.386,34050532.3865,100
72413,7241,3,4536800,5395835,4542935,5395883,4542892,5401442,4536765,5401395,4539845,5398638,34084111.149,34084111.1493,100
72414,7241,4,4542935,5395883,4549067,5395928,4549019,5401489,4542892,5401442,4545979,5398684,34084335.058,34084335.0584,100
72421,7242,1,4549019,5401489,4555147,5401549,4555092,5407109,4548970,5407048,4552057,5404297,34051273.539,34051273.5388,100
72422,7242,2,4555147,5401549,4561274,5401609,4561212,5407168,4555092,5407109,4558178,5404358,34051548.435,34051548.4345,100
72423,7242,3,4549067,5395928,4555201,5395989,4555147,5401549,4549019,5401489,4552106,5398738,34085090.353,34085090.3528,100
72424,7242,4,4555201,5395989,4561334,5396049,4561274,5401609,4555147,5401549,4558239,5398798,34085365.249,34085365.2486,100
72431,7243,1,4561274,5401609,4567401,5401683,4567334,5407243,4561212,5407168,4564306,5404425,34052505.295,34052505.2947,100
72432,7243,2,4567401,5401683,4573528,5401757,4573454,5407316,4567334,5407243,4570427,5404498,34052861.543,34052861.5426,100
72433,7243,3,4561334,5396049,4567468,5396124,4567401,5401683,4561274,5401609,4564367,5398865,34086308.21,34086308.21,100
72434,7243,4,4567468,5396124,4573600,5396197,4573528,5401757,4567401,5401683,4570500,5398939,34086664.458,34086664.4578,100
72441,7244,1,4573528,5401757,4579655,5401845,4579577,5407404,4573454,5407316,4576554,5404579,34053990.75,34053990.7498,100
72442,7244,2,4579655,5401845,4585783,5401931,4585697,5407490,4579577,5407404,4582675,5404666,34054382.531,34054382.5313,100
72443,7244,3,4573600,5396197,4579735,5396285,4579655,5401845,4573528,5401757,4576627,5399019,34087794.212,34087794.2122,100
72444,7244,4,4579735,5396285,4585867,5396371,4585783,5401931,4579655,5401845,4582760,5399107,34088185.994,34088185.9937,100
72451,7245,1,4585783,5401931,4591910,5402032,4591819,5407591,4585697,5407490,4588803,5404760,34055685.2,34055685.1999,100
72452,7245,2,4591910,5402032,4598037,5402133,4597939,5407691,4591819,5407591,4594924,5404861,34056158.736,34056158.7363,100
72453,7245,3,4585867,5396371,4592001,5396473,4591910,5402032,4585783,5401931,4588888,5399201,34089502.561,34089502.561,100
72454,7245,4,4592001,5396473,4598133,5396572,4598037,5402133,4591910,5402032,4595021,5399301,34089976.097,34089976.0973,100
72461,7246,1,4598037,5402133,4604164,5402246,4604061,5407805,4597939,5407691,4601051,5404968,34057663.849,34057663.8488,100
72462,7246,2,4604164,5402246,4610291,5402360,4610181,5407918,4604061,5407805,4607172,5405081,34058203.62,34058203.6196,100
72463,7246,3,4598133,5396572,4604267,5396687,4604164,5402246,4598037,5402133,4601148,5399408,34091481.453,34091481.4531,100
72464,7246,4,4604267,5396687,4610400,5396800,4610291,5402360,4604164,5402246,4607281,5399522,34092021.224,34092021.2239,100
72471,7247,1,4610291,5402360,4616419,5402487,4616303,5408047,4610181,5407918,4613299,5405202,34059902.183,34059902.183,100
72472,7247,2,4616419,5402487,4622545,5402615,4622423,5408173,4616303,5408047,4619420,5405329,34060492.856,34060492.856,100
72473,7247,3,4610400,5396800,4616534,5396928,4616419,5402487,4610291,5402360,4613408,5399643,34093720.335,34093720.3345,100
72474,7247,4,4616534,5396928,4622666,5397054,4622545,5402615,4616419,5402487,4619541,5399770,34094311.008,34094311.0075,100
72481,7248,1,4622545,5402615,4628673,5402755,4628545,5408315,4622423,5408173,4625547,5405463,34062365.645,34062365.6446,100
72482,7248,2,4628673,5402755,4634799,5402897,4634665,5408455,4628545,5408315,4631668,5405604,34063022.936,28769820.5714,84.4595
72483,7248,3,4622666,5397054,4628800,5397196,4628673,5402755,4622545,5402615,4625668,5399904,34096197.998,34096197.9984,100
72484,7248,4,4628800,5397196,4634932,5397336,4634799,5402897,4628673,5402755,4631801,5400045,34096855.289,25995606.9917,76.2428
72491,7249,1,4634799,5402897,4640926,5403051,4640787,5408610,4634665,5408455,4637794,5405753,34065098.141,520587.058,1.5282
72493,7249,3,4634932,5397336,4641066,5397491,4640926,5403051,4634799,5402897,4637930,5400193,34098930.495,70998.6187,0.2082
73272,7327,2,4371073,5391637,4377213,5391496,4377333,5397054,4371201,5397196,4374202,5394345,34129461.75,24260357.2765,71.0833
73274,7327,4,4370946,5386078,4377090,5385936,4377213,5391496,4371073,5391637,4374081,5388786,34163237.685,13909200.9673,40.7133
73281,7328,1,4377213,5391496,4383352,5391369,4383467,5396928,4377333,5397054,4380341,5394210,34127555.832,17695274.906800002,51.8511
73282,7328,2,4383352,5391369,4389491,5391241,4389599,5396800,4383467,5396928,4386474,5394083,34126950.781,19570012.5645,57.346
73283,7328,3,4377090,5385936,4383237,5385809,4383352,5391369,4377213,5391496,4380220,5388651,34161331.463,34161331.4628,100
73284,7328,4,4383237,5385809,4389381,5385681,4389491,5391241,4383352,5391369,4386365,5388524,34160726.412,34160726.4121,100
73291,7329,1,4389491,5391241,4395630,5391127,4395733,5396687,4389599,5396800,4392614,5393963,34125247.769,34125247.7693,100
73292,7329,2,4395630,5391127,4401769,5391013,4401866,5396572,4395733,5396687,4398747,5393849,34124724.471,34124724.4709,100
73293,7329,3,4389381,5385681,4395527,5385568,4395630,5391127,4389491,5391241,4392505,5388403,34159009.502,34159009.5023,100
73294,7329,4,4395527,5385568,4401671,5385453,4401769,5391013,4395630,5391127,4398650,5388289,34158486.204,34158486.2039,100
73301,7330,1,4401769,5391013,4407909,5390913,4408000,5396473,4401866,5396572,4404886,5393742,34123229.497,34123229.4965,100
73302,7330,2,4407909,5390913,4414048,5390813,4414132,5396371,4408000,5396473,4411019,5393641,34122756.966,34122756.9656,100
73303,7330,3,4401671,5385453,4407817,5385353,4407909,5390913,4401769,5391013,4404789,5388182,34156990.744,34156990.7439,100
73304,7330,4,4407817,5385353,4413962,5385252,4414048,5390813,4407909,5390913,4410934,5388082,34156518.213,34156518.2129,100
73311,7331,1,4414048,5390813,4420187,5390725,4420267,5396285,4414132,5396371,4417159,5393547,34121420.472,34121420.4716,100
73312,7331,2,4420187,5390725,4426327,5390639,4426399,5396197,4420267,5396285,4423292,5393460,34120998.677,34120998.677,100
73313,7331,3,4413962,5385252,4420109,5385166,4420187,5390725,4414048,5390813,4417074,5387988,34155181.294,34155181.2939,100
73314,7331,4,4420109,5385166,4426253,5385078,4426327,5390639,4420187,5390725,4423219,5387901,34154759.499,34154759.4994,100
73321,7332,1,4426327,5390639,4432466,5390565,4432533,5396124,4426399,5396197,4429432,5393379,34119848.509,34119848.5093,100
73322,7332,2,4432466,5390565,4438605,5390491,4438665,5396049,4432533,5396124,4435565,5393306,34119492.999,34119492.9986,100
73323,7332,3,4426253,5385078,4432399,5385005,4432466,5390565,4426327,5390639,4429359,5387820,34153595.251,34153595.251,100
73324,7332,4,4432399,5385005,4438544,5384930,4438605,5390491,4432466,5390565,4435504,5387746,34153239.74,34153239.7403,100
73331,7333,1,4438605,5390491,4444745,5390430,4444799,5395989,4438665,5396049,4441704,5393239,34118551.26,34118551.2599,100
73332,7333,2,4444745,5390430,4450885,5390369,4450932,5395928,4444799,5395989,4447838,5393178,34118261.785,34118261.7846,100
73333,7333,3,4438544,5384930,4444691,5384871,4444745,5390430,4438605,5390491,4441644,5387679,34152297.85,34152297.8498,100
73334,7333,4,4444691,5384871,4450835,5384809,4450885,5390369,4444745,5390430,4447789,5387619,34152008.375,34152008.3746,100
73341,7334,1,4450885,5390369,4457024,5390323,4457067,5395883,4450932,5395928,4453977,5393125,34117493.239,34117493.2392,100
73342,7334,2,4457024,5390323,4463163,5390277,4463199,5395835,4457067,5395883,4460111,5393078,34117269.799,34117269.7992,100
73343,7334,3,4450835,5384809,4456981,5384763,4457024,5390323,4450885,5390369,4453929,5387565,34151239.708,34151239.7078,100
73344,7334,4,4456981,5384763,4463126,5384716,4463163,5390277,4457024,5390323,4460074,5387519,34151016.268,34151016.2677,100
73351,7335,1,4463163,5390277,4469303,5390243,4469333,5395803,4463199,5395835,4466250,5393038,34116702.244,34116702.2438,100
73352,7335,2,4469303,5390243,4475443,5390209,4475466,5395768,4469333,5395803,4472384,5393004,34116544.839,34116544.8387,100
73353,7335,3,4463126,5384716,4469273,5384683,4469303,5390243,4463163,5390277,4466214,5387478,34150448.621,34150448.6212,100
73354,7335,4,4469273,5384683,4475417,5384649,4475443,5390209,4469303,5390243,4472359,5387444,34150291.216,34150291.2162,100
73361,7336,1,4475443,5390209,4481582,5390189,4481601,5395749,4475466,5395768,4478523,5392977,34116157.4,34116157.3996,100
73362,7336,2,4481582,5390189,4487721,5390169,4487733,5395727,4481601,5395749,4484657,5392957,34116065.979,34116065.9791,100
73363,7336,3,4475417,5384649,4481563,5384629,4481582,5390189,4475443,5390209,4478499,5387417,34149917.615,34149917.6152,100
73364,7336,4,4481563,5384629,4487708,5384608,4487721,5390169,4481582,5390189,4484644,5387397,34149826.195,34149826.1947,100
73371,7337,1,4487721,5390169,4493861,5390162,4493867,5395721,4487733,5395727,4490796,5392944,34115893.495,34115893.4951,100
73372,7337,2,4493861,5390162,4500001,5390155,4500000,5395714,4493867,5395721,4496930,5392937,34115868.16,34115868.1597,100
73373,7337,3,4487708,5384608,4493855,5384603,4493861,5390162,4487721,5390169,4490784,5387384,34149639.781,34149639.7815,100
73374,7337,4,4493855,5384603,4500000,5384595,4500001,5390155,4493861,5390162,4496930,5387378,34149614.446,34149614.4461,100
73381,7338,1,4500001,5390155,4506140,5390162,4506134,5395721,4500000,5395714,4503069,5392937,34115868.16,34115868.1597,100
73382,7338,2,4506140,5390162,4512279,5390169,4512266,5395727,4506134,5395721,4509202,5392944,34115893.495,34115893.4951,100
73383,7338,3,4500000,5384595,4506147,5384603,4506140,5390162,4500001,5390155,4503069,5387378,34149614.446,34149614.4461,100
73384,7338,4,4506147,5384603,4512291,5384608,4512279,5390169,4506140,5390162,4509215,5387384,34149639.781,34149639.7815,100
73391,7339,1,4512279,5390169,4518419,5390189,4518401,5395749,4512266,5395727,4515342,5392957,34116065.979,34116065.9791,100
73392,7339,2,4518419,5390189,4524559,5390209,4524533,5395768,4518401,5395749,4521475,5392977,34116157.4,34116157.3996,100
73393,7339,3,4512291,5384608,4518437,5384629,4518419,5390189,4512279,5390169,4515354,5387397,34149826.195,34149826.1947,100
73394,7339,4,4518437,5384629,4524582,5384649,4524559,5390209,4518419,5390189,4521500,5387417,34149917.615,34149917.6151,100
73401,7340,1,4524559,5390209,4530698,5390243,4530667,5395803,4524533,5395768,4527615,5393004,34116544.839,34116544.8387,100
73402,7340,2,4530698,5390243,4536837,5390277,4536800,5395835,4530667,5395803,4533748,5393038,34116702.244,34116702.2438,100
73403,7340,3,4524582,5384649,4530729,5384683,4530698,5390243,4524559,5390209,4527639,5387444,34150291.216,34150291.2162,100
73404,7340,4,4530729,5384683,4536873,5384716,4536837,5390277,4530698,5390243,4533785,5387478,34150448.621,34150448.6213,100
73411,7341,1,4536837,5390277,4542977,5390323,4542935,5395883,4536800,5395835,4539888,5393078,34117269.799,34117269.7992,100
73412,7341,2,4542977,5390323,4549117,5390369,4549067,5395928,4542935,5395883,4546021,5393125,34117493.239,34117493.2392,100
73413,7341,3,4536873,5384716,4543019,5384763,4542977,5390323,4536837,5390277,4539924,5387519,34151016.268,34151016.2677,100
73414,7341,4,4543019,5384763,4549164,5384809,4549117,5390369,4542977,5390323,4546070,5387565,34151239.708,34151239.7078,100
73421,7342,1,4549117,5390369,4555256,5390430,4555201,5395989,4549067,5395928,4552161,5393178,34118261.785,34118261.7846,100
73422,7342,2,4555256,5390430,4561395,5390491,4561334,5396049,4555201,5395989,4558294,5393239,34118551.26,34118551.2599,100
73423,7342,3,4549164,5384809,4555311,5384871,4555256,5390430,4549117,5390369,4552209,5387619,34152008.375,34152008.3746,100
73424,7342,4,4555311,5384871,4561455,5384930,4561395,5390491,4555256,5390430,4558355,5387679,34152297.85,34152297.8498,100
73431,7343,1,4561395,5390491,4567535,5390565,4567468,5396124,4561334,5396049,4564433,5393306,34119492.999,34119492.9986,100
73432,7343,2,4567535,5390565,4573674,5390639,4573600,5396197,4567468,5396124,4570566,5393379,34119848.509,34119848.5093,100
73433,7343,3,4561455,5384930,4567601,5385005,4567535,5390565,4561395,5390491,4564494,5387746,34153239.74,34153239.7403,100
73434,7343,4,4567601,5385005,4573746,5385078,4573674,5390639,4567535,5390565,4570639,5387820,34153595.251,34153595.251,100
73441,7344,1,4573674,5390639,4579813,5390725,4579735,5396285,4573600,5396197,4576706,5393460,34120998.677,34120998.677,100
73442,7344,2,4579813,5390725,4585953,5390813,4585867,5396371,4579735,5396285,4582839,5393547,34121420.472,34121420.4716,100
73443,7344,3,4573746,5385078,4579893,5385166,4579813,5390725,4573674,5390639,4576779,5387901,34154759.499,34154759.4994,100
73444,7344,4,4579893,5385166,4586037,5385252,4585953,5390813,4579813,5390725,4582924,5387988,34155181.294,34155181.2939,100
73451,7345,1,4585953,5390813,4592092,5390913,4592001,5396473,4585867,5396371,4588979,5393641,34122756.966,34122756.9656,100
73452,7345,2,4592092,5390913,4598231,5391013,4598133,5396572,4592001,5396473,4595112,5393742,34123229.497,34123229.4965,100
73453,7345,3,4586037,5385252,4592183,5385353,4592092,5390913,4585953,5390813,4589064,5388082,34156518.213,34156518.2129,100
73454,7345,4,4592183,5385353,4598328,5385453,4598231,5391013,4592092,5390913,4595209,5388182,34156990.744,34156990.7439,100
73461,7346,1,4598231,5391013,4604371,5391127,4604267,5396687,4598133,5396572,4601251,5393849,34124724.471,34124724.4709,100
73462,7346,2,4604371,5391127,4610510,5391241,4610400,5396800,4604267,5396687,4607384,5393963,34125247.769,34125247.7693,100
73463,7346,3,4598328,5385453,4604474,5385568,4604371,5391127,4598231,5391013,4601348,5388289,34158486.204,34158486.2039,100
73464,7346,4,4604474,5385568,4610618,5385681,4610510,5391241,4604371,5391127,4607493,5388403,34159009.502,34159009.5023,100
73471,7347,1,4610510,5391241,4616649,5391369,4616534,5396928,4610400,5396800,4613524,5394083,34126950.781,34126950.7809,100
73472,7347,2,4616649,5391369,4622789,5391496,4622666,5397054,4616534,5396928,4619657,5394210,34127555.832,34127555.8316,100
73473,7347,3,4610618,5385681,4616765,5385809,4616649,5391369,4610510,5391241,4613633,5388524,34160726.412,34160726.4121,100
73474,7347,4,4616765,5385809,4622909,5385936,4622789,5391496,4616649,5391369,4619778,5388651,34161331.463,34161331.4628,100
73481,7348,1,4622789,5391496,4628927,5391637,4628800,5397196,4622666,5397054,4625796,5394345,34129461.75,34129461.7504,100
73482,7348,2,4628927,5391637,4635067,5391778,4634932,5397336,4628800,5397196,4631929,5394486,34130132.966,28605810.1811,83.8153
73483,7348,3,4622909,5385936,4629055,5386078,4628927,5391637,4622789,5391496,4625917,5388786,34163237.685,34163237.6852,100
73484,7348,4,4629055,5386078,4635199,5386218,4635067,5391778,4628927,5391637,4632062,5388927,34163908.901,29302590.2157,85.7706
73491,7349,1,4635067,5391778,4641206,5391932,4641066,5397491,4634932,5397336,4638067,5394634,34132196.789,203490.026,0.5962
74272,7427,2,4370819,5380519,4376970,5380378,4377090,5385936,4370946,5386078,4373953,5383226,34196405.015,10365059.75,30.3104
74273,7427,3,4364533,5375100,4370691,5374960,4370819,5380519,4364667,5380660,4367675,5377808,34230794.614,1214821.2486,3.5489
74274,7427,4,4370691,5374960,4376848,5374818,4376970,5380378,4370819,5380519,4373832,5377667,34230124.806,19643867.4895,57.3888
74281,7428,1,4376970,5380378,4383121,5380251,4383237,5385809,4377090,5385936,4380105,5383092,34194495.585,34194495.5848,100
74282,7428,2,4383121,5380251,4389273,5380123,4389381,5385681,4383237,5385809,4386250,5382965,34193892.127,34193892.1268,100
74283,7428,3,4376848,5374818,4383006,5374691,4383121,5380251,4376970,5380378,4379984,5377533,34228201.175,34228201.1748,100
74284,7428,4,4383006,5374691,4389162,5374563,4389273,5380123,4383121,5380251,4386141,5377406,34227597.717,34227597.7169,100
74291,7429,1,4389273,5380123,4395424,5380009,4395527,5385568,4389381,5385681,4392401,5382844,34192163.012,34192163.0123,100
74292,7429,2,4395424,5380009,4401575,5379895,4401671,5385453,4395527,5385568,4398546,5382730,34191609.842,34191609.8422,100
74293,7429,3,4389162,5374563,4395321,5374450,4395424,5380009,4389273,5380123,4392292,5377285,34225881.955,34225881.9548,100
74294,7429,4,4395321,5374450,4401477,5374335,4401575,5379895,4395424,5380009,4398449,5377171,34225328.785,34225328.7847,100
74301,7430,1,4401575,5379895,4407727,5379794,4407817,5385353,4401671,5385453,4404698,5382623,34190094.765,34190094.7649,100
74302,7430,2,4407727,5379794,4413878,5379693,4413962,5385252,4407817,5385353,4410843,5382522,34189623.24,34189623.2398,100
74303,7430,3,4401477,5374335,4407635,5374235,4407727,5379794,4401575,5379895,4404601,5377064,34223799.809,34223799.8092,100
74304,7430,4,4407635,5374235,4413792,5374133,4413878,5379693,4407727,5379794,4410758,5376963,34223328.284,34223328.2842,100
74311,7431,1,4413878,5379693,4420030,5379607,4420109,5385166,4413962,5385252,4416995,5382428,34188296.362,34188296.3623,100
74312,7431,2,4420030,5379607,4426181,5379519,4426253,5385078,4420109,5385166,4423140,5382341,34187890.803,34187890.8031,100
74313,7431,3,4413792,5374133,4419951,5374047,4420030,5379607,4413878,5379693,4416910,5376869,34222001.194,34222001.1945,100
74314,7431,4,4419951,5374047,4426108,5373959,4426181,5379519,4420030,5379607,4423068,5376782,34221595.635,34221595.6353,100
74321,7432,1,4426181,5379519,4432333,5379445,4432399,5385005,4426253,5385078,4429292,5382261,34186736.972,34186736.9718,100
74322,7432,2,4432333,5379445,4438485,5379371,4438544,5384930,4432399,5385005,4435438,5382187,34186397.378,34186397.378,100
74323,7432,3,4426108,5373959,4432267,5373886,4432333,5379445,4426181,5379519,4429220,5376701,34220441.622,34220441.6222,100
74324,7432,4,4432267,5373886,4438423,5373811,4438485,5379371,4432333,5379445,4435377,5376627,34220102.028,34220102.0284,100
74331,7433,1,4438485,5379371,4444636,5379311,4444691,5384871,4438544,5384930,4441589,5382120,34185464.716,34185464.7156,100
74332,7433,2,4444636,5379311,4450787,5379251,4450835,5384809,4444691,5384871,4447735,5382059,34185175.693,34185175.693,100
74333,7433,3,4438423,5373811,4444581,5373752,4444636,5379311,4438485,5379371,4441529,5376560,34219169.063,34219169.0629,100
74334,7433,4,4444581,5373752,4450738,5373691,4450787,5379251,4444636,5379311,4447686,5376500,34218880.04,34218880.0403,100
74341,7434,1,4450787,5379251,4456939,5379204,4456981,5384763,4450835,5384809,4453886,5382006,34184408.378,34184408.3777,100
74342,7434,2,4456939,5379204,4463091,5379157,4463126,5384716,4456981,5384763,4460032,5381959,34184185.29,34184185.2897,100
74343,7434,3,4450738,5373691,4456897,5373645,4456939,5379204,4450787,5379251,4453838,5376447,34218112.604,34218112.6038,100
74344,7434,4,4456897,5373645,4463053,5373597,4463091,5379157,4456939,5379204,4459995,5376400,34217889.516,34217889.5158,100
74351,7435,1,4463091,5379157,4469242,5379124,4469273,5384683,4463126,5384716,4466183,5381919,34183611.816,34183611.8165,100
74352,7435,2,4469242,5379124,4475394,5379091,4475417,5384649,4469273,5384683,4472329,5381885,34183454.747,34183454.7466,100
74353,7435,3,4463053,5373597,4469212,5373565,4469242,5379124,4463091,5379157,4466147,5376359,34217302.053,34217302.0532,100
74354,7435,4,4469212,5373565,4475369,5373530,4475394,5379091,4469242,5379124,4472305,5376326,34217144.983,34217144.9833,100
74361,7436,1,4475394,5379091,4481545,5379070,4481563,5384629,4475417,5384649,4478480,5381858,34183081.217,34183081.2175,100
74362,7436,2,4481545,5379070,4487697,5379049,4487708,5384608,4481563,5384629,4484626,5381838,34182974.685,34182974.6845,100
74363,7436,3,4475369,5373530,4481527,5373511,4481545,5379070,4475394,5379091,4478456,5376299,34216771.333,34216771.333,100
74364,7436,4,4481527,5373511,4487684,5373489,4487697,5379049,4481545,5379070,4484614,5376278,34216664.8,34216664.8,100
74371,7437,1,4487697,5379049,4493849,5379043,4493855,5384603,4487708,5384608,4490778,5381825,34182774.052,34182774.0518,100
74372,7437,2,4493849,5379043,4500001,5379037,4500000,5384595,4493855,5384603,4496924,5381818,34182748.783,34182748.7834,100
74373,7437,3,4487684,5373489,4493843,5373483,4493849,5379043,4487697,5379049,4490766,5376265,34216464.167,34216464.1673,100
74374,7437,4,4493843,5373483,4500000,5373476,4500001,5379037,4493849,5379043,4496924,5376259,34216438.899,34216438.8989,100
74381,7438,1,4500001,5379037,4506153,5379043,4506147,5384603,4500000,5384595,4503075,5381818,34182748.783,34182748.7834,100
74382,7438,2,4506153,5379043,4512304,5379049,4512291,5384608,4506147,5384603,4509221,5381825,34182774.052,34182774.0518,100
74383,7438,3,4500000,5373476,4506159,5373483,4506153,5379043,4500001,5379037,4503075,5376259,34216438.899,34216438.8989,100
74384,7438,4,4506159,5373483,4512315,5373489,4512304,5379049,4506153,5379043,4509233,5376265,34216464.167,34216464.1673,100
74391,7439,1,4512304,5379049,4518455,5379070,4518437,5384629,4512291,5384608,4515372,5381838,34182974.685,34182974.6845,100
